,Air Quality Health Index,Carbon Monoxide,Fine Particulate Matter,Methane,Nitric Oxide,Nitrogen Dioxide,Non-methane Hydrocarbons,Outdoor Temperature,Ozone,Relative Humidity,Total Oxides of Nitrogen,Wind Direction,Wind Speed
19221,2.0,0.11,6.1,0.0,0.0,0.001,0.0,20.6,0.037,33.1,0.001,331.0,3.1
19220,2.0,0.19,6.2,2.0,0.001,0.003,0.0,21.3,0.035,32.9,0.003,175.0,3.1
19218,2.0,0.13,6.1,0.0,0.001,0.002,0.0,20.2,0.034,35.2,0.004,192.0,3.4
19217,2.0,0.2,6.5,2.0,0.001,0.003,0.0,20.5,0.033,34.8,0.005,129.0,3.9
19214,2.0,0.23,6.2,2.0,0.004,0.006,0.0,18.7,0.023,45.1,0.011,110.0,1.7
19215,2.0,0.16,4.7,0.0,0.003,0.004,0.0,18.2,0.023,48.3,0.007,314.0,5.0
19212,1.0,0.17,4.1,0.0,0.004,0.004,0.0,15.7,0.019,57.4,0.008,301.0,6.8
19211,2.0,0.35,5.4,2.0,0.006,0.007,0.0,17.1,0.019,50.6,0.013,244.0,4.8
19209,1.0,0.18,3.8,0.0,0.005,0.006,0.0,13.0,0.015,67.9,0.01,301.0,6.8
19208,2.0,0.26,4.3,2.0,0.01,0.012,0.0,14.7,0.012,69.8,0.022,288.0,4.5
19206,1.0,0.18,4.2,0.0,0.004,0.007,0.0,11.3,0.013,74.3,0.011,301.0,7.4
19205,2.0,0.27,4.9,2.0,0.02,0.018,0.0,13.2,0.006,85.5,0.038,229.0,1.7
19203,1.0,0.17,5.2,0.0,0.002,0.007,0.0,9.5,0.012,79.4,0.009,314.0,6.1
19202,2.0,0.24,3.9,2.0,0.009,0.012,0.0,10.3,0.008,99.9,0.021,149.0,0.3
19200,1.0,0.15,5.4,0.0,0.0,0.008,0.0,8.3,0.012,83.5,0.008,315.0,6.5
19199,2.0,0.22,3.1,2.0,0.001,0.013,0.0,8.8,0.008,99.7,0.013,308.0,1.8
19196,1.0,0.0,3.5,0.0,0.0,0.0,0.0,8.6,0.0,99.6,0.0,339.0,1.1
19197,1.0,0.0,5.0,0.0,0.0,0.0,0.0,8.7,0.0,83.5,0.0,315.0,6.8
19193,1.0,0.22,3.7,2.1,0.0,0.01,0.0,8.9,0.008,99.6,0.01,0.0,0.0
19194,1.0,0.14,5.1,0.0,0.0,0.004,0.0,9.1,0.015,83.7,0.004,316.0,6.4
19191,2.0,0.13,5.1,0.0,0.0,0.003,0.0,9.7,0.017,82.4,0.003,321.0,5.1
19190,2.0,0.22,3.6,2.0,0.0,0.008,0.0,9.5,0.011,99.7,0.008,41.0,0.4
19188,2.0,0.13,4.6,0.0,0.0,0.004,0.0,10.3,0.02,80.3,0.004,303.0,5.1
19187,2.0,0.22,3.7,2.0,0.0,0.009,0.0,10.2,0.014,99.8,0.009,0.0,0.0
19184,2.0,0.22,6.7,2.0,0.007,0.011,0.0,10.6,0.015,99.8,0.017,0.0,0.0
19185,2.0,0.12,4.0,0.0,0.0,0.004,0.0,11.1,0.023,76.3,0.003,294.0,6.2
19182,2.0,0.1,3.6,0.0,0.0,0.002,0.0,13.6,0.033,65.8,0.002,301.0,5.3
19181,2.0,0.22,4.5,2.0,0.0,0.005,0.0,12.8,0.026,76.4,0.005,346.0,1.3
19179,2.0,0.09,3.3,0.0,0.0,0.002,0.0,15.1,0.037,55.7,0.002,307.0,5.0
19178,2.0,0.21,3.2,2.0,0.0,0.004,0.0,14.9,0.034,60.6,0.004,338.0,6.9
19175,2.0,0.2,4.6,2.0,0.0,0.004,0.0,16.2,0.035,58.2,0.004,345.0,12.3
19176,2.0,0.09,4.3,0.0,0.0,0.002,0.0,16.2,0.037,52.2,0.002,345.0,11.5
19173,2.0,0.09,4.7,0.0,0.0,0.002,0.0,16.6,0.036,51.1,0.002,339.0,9.0
19172,2.0,0.19,3.9,2.0,0.0,0.002,0.0,16.9,0.036,51.3,0.003,332.0,11.9
19170,2.0,0.09,3.8,0.0,0.0,0.001,0.0,16.5,0.037,48.2,0.002,340.0,12.2
19169,2.0,0.19,5.6,2.0,0.0,0.002,0.0,17.7,0.037,49.0,0.002,337.0,20.1
19166,2.0,0.19,3.7,1.9,0.0,0.002,0.0,18.0,0.039,46.6,0.002,332.0,21.0
19167,2.0,0.08,4.1,0.0,0.0,0.001,0.0,17.4,0.04,45.2,0.001,344.0,15.2
19164,2.0,0.09,4.0,0.0,0.0,0.002,0.0,16.9,0.037,49.9,0.002,340.0,13.5
19163,2.0,0.2,6.3,1.9,0.001,0.002,0.0,17.5,0.036,53.1,0.003,330.0,19.2
19161,2.0,0.09,4.8,0.0,0.0,0.002,0.0,15.4,0.034,58.3,0.002,339.0,11.8
19160,2.0,0.21,7.7,2.0,0.001,0.004,0.0,16.3,0.033,69.3,0.006,347.0,11.8
19158,2.0,0.0,4.2,0.0,0.0,0.002,0.0,15.9,0.033,57.8,0.003,46.0,4.4
19157,2.0,0.21,3.6,2.0,0.002,0.005,0.0,15.7,0.032,67.0,0.007,351.0,9.3
19154,2.0,0.19,6.2,1.9,0.001,0.003,0.0,15.3,0.032,70.4,0.004,330.0,15.4
19155,2.0,0.0,3.9,0.0,0.0,0.001,0.0,15.9,0.034,55.7,0.002,17.0,10.3
19151,2.0,0.19,4.6,1.9,0.001,0.003,0.0,16.0,0.031,58.8,0.004,352.0,15.3
19152,2.0,0.0,3.9,0.0,0.0,0.001,0.0,16.2,0.033,53.8,0.002,18.0,12.2
19149,2.0,0.0,2.8,0.0,0.0,0.001,0.0,15.5,0.031,56.3,0.002,353.0,12.8
19148,2.0,0.19,3.0,1.9,0.001,0.003,0.0,15.3,0.029,61.7,0.004,348.0,17.5
19146,2.0,0.0,2.1,0.0,0.0,0.001,0.0,14.7,0.03,57.3,0.002,353.0,15.8
19145,2.0,0.19,2.5,1.9,0.001,0.003,0.0,14.7,0.028,64.7,0.005,348.0,19.0
19143,2.0,0.0,1.7,0.0,0.0,0.002,0.0,13.8,0.029,61.0,0.002,348.0,14.5
19142,2.0,0.2,2.5,1.9,0.001,0.004,0.0,14.0,0.027,66.9,0.006,347.0,19.6
19140,2.0,0.0,1.6,0.0,0.001,0.003,0.0,13.2,0.028,63.0,0.003,347.0,12.6
19139,2.0,0.23,1.8,2.0,0.002,0.008,0.0,13.6,0.021,70.8,0.01,342.0,17.6
19137,2.0,0.0,1.2,0.0,0.0,0.002,0.0,12.6,0.028,64.1,0.002,341.0,12.9
19136,2.0,0.23,1.1,2.0,0.002,0.009,0.0,12.6,0.02,74.6,0.011,344.0,17.4
19133,2.0,0.2,0.3,2.0,0.001,0.007,0.0,11.2,0.025,78.7,0.007,329.0,13.8
19134,2.0,0.0,0.9,0.0,0.0,0.003,0.0,10.5,0.026,73.4,0.003,319.0,9.3
19131,2.0,0.0,0.9,0.0,0.0,0.003,0.0,9.1,0.025,79.7,0.003,297.0,7.1
19130,2.0,0.19,0.0,2.0,0.0,0.006,0.0,10.5,0.028,83.8,0.006,320.0,10.0
19128,2.0,0.0,0.9,0.0,0.0,0.0,0.0,9.5,0.0,79.2,0.0,298.0,5.4
19127,2.0,0.0,0.2,0.0,0.0,0.0,0.0,10.5,0.0,88.3,0.0,312.0,5.7
19125,2.0,0.0,0.9,0.0,0.0,0.003,0.0,9.8,0.027,79.5,0.003,313.0,5.5
19124,2.0,0.17,0.0,2.0,0.0,0.003,0.0,11.0,0.03,84.3,0.003,324.0,10.5
19122,2.0,0.0,1.0,0.0,0.0,0.001,0.0,10.9,0.03,75.1,0.001,312.0,6.0
19121,2.0,0.18,0.0,1.9,0.0,0.004,0.0,11.8,0.03,82.9,0.004,312.0,11.1
19118,2.0,0.17,0.4,2.0,0.0,0.002,0.0,11.9,0.033,90.9,0.002,327.0,11.8
19119,2.0,0.0,1.4,0.0,0.0,0.001,0.0,11.3,0.034,74.8,0.001,301.0,6.3
19115,2.0,0.18,1.4,2.0,0.0,0.002,0.0,13.0,0.033,83.7,0.002,331.0,15.0
19116,2.0,0.0,2.0,0.0,0.0,0.001,0.0,12.1,0.033,72.4,0.001,337.0,9.7
19112,2.0,0.19,2.8,2.0,0.0,0.003,0.0,12.8,0.038,92.2,0.003,321.0,9.5
19113,2.0,0.0,3.6,0.0,0.0,0.003,0.0,12.1,0.036,80.5,0.003,310.0,6.8
19110,3.0,0.0,3.5,0.0,0.0,0.002,0.0,12.4,0.042,78.4,0.002,324.0,8.0
19109,3.0,0.2,3.1,2.0,0.0,0.004,0.0,13.5,0.036,92.4,0.004,339.0,14.1
19106,3.0,0.18,2.3,1.9,0.0,0.003,0.0,15.0,0.043,65.2,0.003,350.0,14.6
19103,3.0,0.19,2.8,1.9,0.0,0.003,0.0,16.7,0.045,55.7,0.003,356.0,13.6
19100,3.0,0.2,2.8,2.0,0.001,0.005,0.0,17.6,0.046,50.9,0.005,316.0,6.9
19097,3.0,0.18,3.2,1.9,0.0,0.003,0.0,17.3,0.051,46.4,0.004,245.0,0.4
19094,3.0,0.19,4.5,1.9,0.0,0.002,0.0,15.9,0.051,57.1,0.003,103.0,8.9
19091,3.0,0.22,9.3,1.9,0.0,0.004,0.0,16.2,0.039,86.2,0.004,340.0,1.7
19088,3.0,0.21,7.5,2.0,0.0,0.003,0.0,18.0,0.046,61.4,0.003,42.0,11.5
19085,3.0,0.2,6.5,1.9,0.0,0.002,0.0,18.9,0.046,58.6,0.003,5.0,9.7
19082,2.0,0.2,6.6,1.9,0.001,0.002,0.0,17.9,0.04,68.2,0.003,358.0,12.1
19080,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19079,2.0,0.2,6.9,1.9,0.001,0.003,0.0,17.3,0.038,70.6,0.003,359.0,11.0
19076,2.0,0.2,6.6,2.0,0.001,0.002,0.0,16.3,0.032,75.8,0.003,346.0,9.9
19077,2.0,0.0,6.8,0.0,0.0,0.001,0.0,15.9,0.036,65.3,0.002,349.0,8.0
19073,2.0,0.2,4.6,2.0,0.001,0.003,0.0,14.8,0.028,97.3,0.004,340.0,11.7
19074,2.0,0.0,5.7,0.0,0.0,0.002,0.0,14.7,0.031,69.4,0.002,349.0,7.9
19070,2.0,0.22,4.0,2.0,0.002,0.008,0.0,14.0,0.022,100.0,0.01,333.0,10.0
19071,2.0,0.18,4.2,0.0,0.001,0.005,0.0,13.4,0.025,76.1,0.006,327.0,4.6
19068,2.0,0.28,5.3,0.0,0.001,0.005,0.0,11.2,0.019,82.9,0.006,317.0,3.4
19067,2.0,0.22,4.5,2.0,0.001,0.007,0.0,12.9,0.021,100.0,0.008,321.0,5.4
19065,2.0,0.25,5.1,0.0,0.0,0.006,0.0,10.5,0.019,85.0,0.006,302.0,5.9
19064,2.0,0.2,3.6,2.0,0.001,0.01,0.0,11.8,0.018,99.8,0.011,21.0,1.2
19061,2.0,0.2,3.3,2.0,0.0,0.007,0.0,11.8,0.026,99.8,0.007,318.0,6.2
19062,2.0,0.23,4.4,0.0,0.0,0.004,0.0,10.3,0.023,87.6,0.004,307.0,6.6
19059,2.0,0.0,3.4,0.0,0.0,0.0,0.0,10.8,0.0,85.7,0.0,313.0,6.9
19058,2.0,0.0,3.0,0.0,0.0,0.0,0.0,11.9,0.0,99.8,0.0,273.0,2.5
19056,2.0,0.23,2.9,0.0,0.0,0.004,0.0,11.8,0.028,83.7,0.004,292.0,4.6
19055,2.0,0.2,2.2,2.0,0.0,0.006,0.0,12.2,0.029,99.8,0.006,322.0,4.5
19052,2.0,0.2,1.8,2.0,0.0,0.005,0.0,12.3,0.033,99.9,0.005,338.0,6.9
19053,2.0,0.22,2.9,0.0,0.0,0.003,0.0,11.8,0.032,83.4,0.003,323.0,3.1
19050,2.0,0.22,3.2,0.0,0.0,0.003,0.0,12.1,0.032,82.8,0.003,292.0,4.3
19049,2.0,0.22,2.8,2.0,0.0,0.006,0.0,12.9,0.029,99.9,0.006,341.0,9.9
19047,2.0,0.27,5.1,0.0,0.0,0.006,0.0,12.4,0.024,85.5,0.006,312.0,3.8
19046,2.0,0.37,6.2,2.1,0.001,0.017,0.0,13.0,0.017,99.9,0.017,330.0,8.3
19043,3.0,0.3,4.4,2.0,0.0,0.011,0.0,13.6,0.021,93.7,0.011,168.0,3.0
19044,2.0,0.28,5.6,0.0,0.0,0.009,0.0,13.4,0.024,83.6,0.009,1.0,0.8
19041,3.0,0.25,4.2,0.0,0.0,0.005,0.0,14.1,0.035,77.9,0.005,156.0,2.3
19040,3.0,0.27,4.2,2.0,0.0,0.01,0.0,15.7,0.033,73.3,0.01,338.0,4.7
19038,3.0,0.21,6.0,0.0,0.0,0.004,0.0,15.0,0.038,77.1,0.004,337.0,6.6
19037,3.0,0.21,3.3,2.0,0.0,0.004,0.0,15.7,0.04,76.7,0.004,107.0,3.1
19035,3.0,0.22,5.6,0.0,0.0,0.004,0.0,17.2,0.041,64.4,0.004,109.0,4.4
19034,3.0,0.19,3.5,1.9,0.0,0.003,0.0,17.3,0.043,66.6,0.003,100.0,7.3
19031,3.0,0.19,3.9,1.9,0.0,0.002,0.0,18.2,0.045,57.7,0.002,91.0,8.2
19032,3.0,0.22,3.9,0.0,0.0,0.003,0.0,20.2,0.045,48.6,0.003,99.0,7.7
19029,3.0,0.21,3.3,0.0,0.0,0.002,0.0,20.3,0.045,45.5,0.002,79.0,7.1
19028,3.0,0.21,8.9,1.9,0.001,0.003,0.0,19.4,0.044,55.0,0.004,86.0,7.6
19026,3.0,0.22,3.6,0.0,0.0,0.002,0.0,18.3,0.042,57.3,0.002,40.0,4.0
19025,3.0,0.24,5.2,1.9,0.002,0.005,0.0,17.5,0.039,79.8,0.007,350.0,3.4
19023,3.0,0.24,7.2,0.0,0.0,0.004,0.0,15.2,0.037,77.9,0.004,57.0,3.7
19022,3.0,0.22,5.2,1.9,0.0,0.005,0.0,18.3,0.043,63.2,0.005,358.0,6.8
19020,3.0,0.22,6.2,0.0,0.0,0.002,0.0,19.2,0.042,57.8,0.002,39.0,4.8
19019,3.0,0.21,4.8,1.9,0.0,0.003,0.0,20.1,0.047,56.7,0.003,69.0,5.3
19017,2.0,0.22,6.5,0.0,0.0,0.001,0.0,18.8,0.042,57.1,0.001,64.0,4.0
19016,3.0,0.22,4.7,1.9,0.001,0.003,0.0,19.6,0.044,62.0,0.004,358.0,3.7
19013,2.0,0.22,5.8,1.9,0.001,0.003,0.0,18.3,0.039,73.0,0.004,25.0,3.7
19014,2.0,0.22,7.4,0.0,0.0,0.002,0.0,17.9,0.039,63.8,0.002,50.0,5.4
19011,2.0,0.06,7.9,0.0,0.0,0.002,0.0,16.6,0.034,71.3,0.002,47.0,5.4
19010,2.0,0.22,6.5,2.0,0.001,0.003,0.0,16.5,0.032,95.2,0.005,358.0,7.8
19008,2.0,0.21,7.0,0.0,0.001,0.003,0.0,15.2,0.027,79.8,0.004,20.0,7.7
19007,2.0,0.24,9.5,2.0,0.003,0.006,0.0,15.5,0.023,99.8,0.009,353.0,9.7
19005,2.0,0.23,11.5,0.0,0.002,0.004,0.0,14.2,0.02,88.5,0.006,19.0,5.4
19004,2.0,0.28,16.1,2.0,0.009,0.01,0.0,14.2,0.011,99.5,0.019,348.0,5.8
19002,2.0,0.22,13.5,0.0,0.001,0.005,0.0,13.3,0.014,93.2,0.006,76.0,1.9
19001,2.0,0.27,15.1,2.0,0.006,0.013,0.0,13.4,0.005,99.5,0.019,274.0,0.3
18998,2.0,0.24,13.5,2.0,0.003,0.01,0.0,13.2,0.005,99.5,0.013,151.0,2.5
18999,2.0,0.21,12.8,0.0,0.0,0.004,0.0,12.9,0.014,93.3,0.004,328.0,1.8
18995,2.0,0.22,10.3,2.0,0.0,0.007,0.0,13.6,0.017,99.6,0.008,273.0,4.8
18996,2.0,0.2,12.3,0.0,0.0,0.003,0.0,12.9,0.017,92.5,0.003,294.0,6.3
18992,2.0,0.21,10.8,2.0,0.0,0.005,0.0,13.6,0.022,99.5,0.005,339.0,10.7
18993,2.0,0.2,12.9,0.0,0.0,0.003,0.0,13.1,0.021,92.6,0.003,348.0,4.7
18989,2.0,0.0,10.6,0.0,0.0,0.0,0.0,13.9,0.0,99.5,0.0,302.0,9.6
18990,2.0,0.0,14.1,0.0,0.0,0.0,0.0,13.3,0.0,92.2,0.0,295.0,6.8
18986,2.0,0.21,13.3,2.0,0.0,0.004,0.0,14.2,0.021,99.5,0.004,328.0,5.5
18987,2.0,0.2,13.6,0.0,0.0,0.002,0.0,13.7,0.023,91.7,0.002,328.0,6.2
18983,2.0,0.21,16.0,2.0,0.0,0.004,0.0,14.6,0.023,99.6,0.004,328.0,6.0
18984,2.0,0.19,15.5,0.0,0.0,0.002,0.0,14.2,0.026,89.7,0.002,322.0,1.2
18980,2.0,0.23,12.7,2.0,0.0,0.005,0.0,14.6,0.023,99.6,0.005,332.0,6.2
18981,2.0,0.19,12.6,0.0,0.0,0.003,0.0,13.8,0.021,90.4,0.003,320.0,6.2
18977,2.0,0.24,12.2,2.0,0.0,0.007,0.0,14.9,0.021,99.6,0.007,315.0,4.3
18978,2.0,0.19,11.5,0.0,0.0,0.004,0.0,14.5,0.024,88.1,0.004,303.0,5.6
18974,3.0,0.28,14.2,2.0,0.0,0.011,0.0,16.1,0.023,99.7,0.011,338.0,7.0
18975,2.0,0.2,12.1,0.0,0.0,0.003,0.0,15.3,0.028,88.9,0.003,318.0,6.0
18972,3.0,0.22,12.7,0.0,0.0,0.004,0.0,15.9,0.031,87.7,0.004,330.0,3.7
18971,3.0,0.27,13.4,2.0,0.0,0.011,0.0,16.3,0.026,99.7,0.011,338.0,4.1
18969,3.0,0.21,11.0,0.0,0.0,0.003,0.0,16.8,0.036,80.7,0.003,302.0,2.8
18968,3.0,0.23,9.8,2.0,0.0,0.005,0.0,17.9,0.035,92.4,0.005,293.0,7.6
18965,3.0,0.22,7.0,2.0,0.0,0.004,0.0,19.3,0.039,76.0,0.004,314.0,11.9
18966,3.0,0.19,7.2,0.0,0.0,0.002,0.0,18.1,0.039,72.5,0.002,320.0,8.7
18963,3.0,0.19,6.3,0.0,0.0,0.002,0.0,19.4,0.043,65.0,0.002,328.0,10.4
18962,3.0,0.22,6.5,2.0,0.001,0.004,0.0,20.6,0.044,65.0,0.004,329.0,10.9
18960,3.0,0.19,6.0,0.0,0.0,0.002,0.0,19.5,0.045,62.4,0.002,331.0,3.8
18959,3.0,0.21,6.5,1.9,0.001,0.003,0.0,20.5,0.044,64.7,0.004,338.0,7.7
18957,3.0,0.19,6.5,0.0,0.0,0.002,0.0,18.5,0.044,65.5,0.002,39.0,6.9
18956,3.0,0.22,7.2,1.9,0.001,0.004,0.0,19.3,0.041,71.2,0.005,349.0,9.6
18953,3.0,0.21,6.0,1.9,0.0,0.003,0.0,18.6,0.042,71.8,0.004,48.0,8.3
18954,3.0,0.19,5.7,0.0,0.0,0.003,0.0,18.0,0.042,64.7,0.003,48.0,8.8
18951,3.0,0.18,5.3,0.0,0.0,0.003,0.0,18.7,0.043,59.8,0.003,60.0,11.1
18950,3.0,0.21,5.9,1.9,0.001,0.003,0.0,18.6,0.042,67.4,0.003,42.0,12.1
18948,3.0,0.18,5.5,0.0,0.0,0.003,0.0,18.2,0.041,60.4,0.003,54.0,11.2
18947,3.0,0.2,5.3,1.9,0.001,0.003,0.0,18.1,0.042,69.1,0.003,43.0,14.7
18944,3.0,0.2,6.4,1.9,0.001,0.003,0.0,18.3,0.039,71.1,0.004,47.0,15.2
18945,3.0,0.19,4.6,0.0,0.0,0.002,0.0,18.9,0.043,55.7,0.002,55.0,12.9
18942,3.0,0.21,5.0,0.0,0.001,0.003,0.0,18.0,0.04,59.8,0.004,49.0,11.0
18941,3.0,0.2,5.8,1.9,0.001,0.003,0.0,17.7,0.038,71.9,0.004,43.0,15.0
18939,2.0,0.24,5.6,0.0,0.002,0.005,0.0,17.5,0.037,62.3,0.007,55.0,11.8
18938,3.0,0.23,9.1,2.0,0.003,0.006,0.0,16.9,0.031,79.9,0.009,56.0,13.4
18936,2.0,0.28,8.3,0.0,0.003,0.005,0.0,15.9,0.03,73.2,0.008,39.0,7.7
18935,2.0,0.28,10.3,2.0,0.006,0.009,0.0,16.1,0.025,92.8,0.016,345.0,9.6
18932,2.0,0.28,11.9,2.1,0.006,0.014,0.0,13.7,0.016,99.7,0.02,324.0,6.5
18933,2.0,0.25,9.9,0.0,0.002,0.008,0.0,13.3,0.022,86.1,0.01,314.0,5.4
18929,2.0,0.25,9.9,2.1,0.001,0.01,0.0,12.5,0.019,99.7,0.011,105.0,5.1
18930,3.0,0.32,10.8,0.0,0.002,0.015,0.0,12.6,0.016,88.3,0.016,159.0,1.6
18927,2.0,0.22,9.6,0.0,0.0,0.007,0.0,12.7,0.025,86.8,0.008,136.0,1.5
18926,2.0,0.24,9.9,2.1,0.002,0.012,0.0,12.4,0.016,99.6,0.013,88.0,2.3
18924,3.0,0.21,9.8,0.0,0.0,0.01,0.0,13.0,0.025,82.4,0.01,179.0,2.1
18923,2.0,0.21,8.9,2.1,0.0,0.008,0.0,12.5,0.022,99.7,0.008,112.0,3.4
18921,2.0,0.0,7.9,0.0,0.0,0.0,0.0,13.5,0.0,78.8,0.0,131.0,5.4
18920,2.0,0.0,10.7,0.0,0.0,0.0,0.0,12.6,0.0,99.7,0.0,109.0,6.2
18918,2.0,0.2,7.9,0.0,0.0,0.005,0.0,14.3,0.033,74.1,0.005,133.0,7.0
18917,2.0,0.21,9.6,2.1,0.0,0.008,0.0,13.0,0.023,99.7,0.008,84.0,4.9
18914,2.0,0.22,12.5,2.1,0.0,0.01,0.0,13.2,0.021,99.7,0.01,102.0,2.6
18915,2.0,0.2,9.1,0.0,0.0,0.004,0.0,14.3,0.033,75.4,0.004,149.0,7.1
18911,2.0,0.24,13.5,2.0,0.0,0.012,0.0,13.1,0.018,99.6,0.013,146.0,2.6
18912,2.0,0.2,8.7,0.0,0.0,0.004,0.0,14.3,0.033,77.2,0.004,152.0,4.2
18909,2.0,0.2,7.3,0.0,0.0,0.004,0.0,14.1,0.036,76.8,0.003,159.0,6.7
18908,2.0,0.22,10.5,2.0,0.0,0.008,0.0,12.8,0.022,99.6,0.008,115.0,1.7
18906,3.0,0.19,6.5,0.0,0.0,0.003,0.0,16.4,0.037,63.2,0.003,158.0,10.2
18905,3.0,0.21,8.6,2.0,0.0,0.005,0.0,16.2,0.034,70.6,0.005,150.0,9.3
18902,3.0,0.21,7.8,2.0,0.0,0.004,0.0,17.1,0.035,63.7,0.004,146.0,8.5
18903,3.0,0.19,6.8,0.0,0.0,0.004,0.0,17.2,0.038,57.6,0.004,148.0,11.1
18900,3.0,0.19,6.0,0.0,0.0,0.002,0.0,17.6,0.04,52.9,0.002,151.0,13.4
18899,3.0,0.2,6.9,2.0,0.0,0.004,0.0,17.8,0.037,56.8,0.004,148.0,12.1
18897,3.0,0.18,5.9,0.0,0.0,0.002,0.0,18.3,0.041,48.5,0.002,153.0,15.4
18896,3.0,0.2,6.5,2.0,0.0,0.003,0.0,18.4,0.039,50.7,0.004,155.0,12.6
18893,3.0,0.21,6.7,2.0,0.001,0.003,0.0,18.3,0.04,49.0,0.004,150.0,13.2
18894,3.0,0.18,6.3,0.0,0.0,0.002,0.0,18.4,0.041,47.1,0.002,150.0,16.8
18890,3.0,0.2,6.8,2.0,0.0,0.003,0.0,18.2,0.039,50.1,0.003,148.0,12.9
18891,3.0,0.19,6.6,0.0,0.0,0.002,0.0,17.9,0.039,48.2,0.003,156.0,13.0
18888,3.0,0.19,6.2,0.0,0.0,0.003,0.0,17.4,0.039,49.9,0.003,150.0,14.7
18887,3.0,0.22,6.8,2.0,0.003,0.005,0.0,17.9,0.036,51.4,0.008,146.0,12.9
18885,3.0,0.19,5.5,0.0,0.0,0.002,0.0,17.5,0.039,47.5,0.003,153.0,13.1
18884,2.0,0.2,6.4,2.0,0.001,0.003,0.0,17.6,0.037,50.6,0.004,148.0,13.3
18881,3.0,0.21,7.4,2.0,0.001,0.004,0.0,17.2,0.035,54.2,0.005,148.0,10.6
18882,3.0,0.19,6.4,0.0,0.0,0.002,0.0,17.3,0.039,49.8,0.003,150.0,11.5
18879,3.0,0.2,6.2,0.0,0.0,0.002,0.0,17.0,0.04,50.1,0.003,156.0,10.7
18878,3.0,0.19,7.1,1.9,0.001,0.003,0.0,17.4,0.036,53.5,0.004,140.0,9.3
18876,3.0,0.21,6.5,0.0,0.001,0.003,0.0,16.6,0.039,52.2,0.003,155.0,8.3
18875,3.0,0.19,9.7,2.0,0.001,0.003,0.0,16.6,0.037,56.5,0.004,149.0,9.4
18873,3.0,0.25,7.9,0.0,0.003,0.007,0.0,16.0,0.033,53.1,0.009,157.0,7.6
18872,2.0,0.21,8.3,2.0,0.002,0.005,0.0,16.1,0.033,58.5,0.006,142.0,6.5
18869,2.0,0.23,8.6,2.0,0.004,0.008,0.0,15.6,0.028,60.1,0.013,137.0,6.9
18870,2.0,0.29,8.5,0.0,0.007,0.012,0.0,15.7,0.026,54.6,0.019,163.0,4.4
18866,2.0,0.27,7.1,2.0,0.006,0.009,0.0,15.0,0.025,60.0,0.015,100.0,4.1
18867,2.0,0.29,8.6,0.0,0.007,0.008,0.0,14.0,0.02,60.3,0.015,213.0,2.3
18864,2.0,0.28,10.7,0.0,0.008,0.007,0.0,11.2,0.011,70.9,0.015,297.0,4.7
18863,2.0,0.33,11.2,2.0,0.028,0.018,0.0,14.0,0.009,64.5,0.046,349.0,1.7
18861,2.0,0.28,11.1,0.0,0.007,0.01,0.0,9.3,0.007,77.9,0.016,308.0,4.6
18860,2.0,0.3,11.6,2.0,0.022,0.017,0.0,11.3,0.005,82.1,0.038,264.0,1.9
18858,2.0,0.26,10.7,0.0,0.003,0.01,0.0,8.5,0.006,81.8,0.013,311.0,5.6
18857,2.0,0.24,10.5,2.0,0.001,0.01,0.0,10.6,0.01,84.2,0.012,320.0,5.7
18855,2.0,0.24,11.1,0.0,0.001,0.01,0.0,8.4,0.009,81.6,0.011,320.0,5.8
18854,2.0,0.23,9.9,2.0,0.0,0.01,0.0,9.9,0.013,90.1,0.01,330.0,3.9
18852,2.0,0.0,10.0,0.0,0.0,0.0,0.0,8.8,0.0,78.5,0.0,314.0,6.4
18851,2.0,0.0,8.5,0.0,0.0,0.0,0.0,10.0,0.0,84.4,0.0,304.0,2.6
18848,2.0,0.2,7.4,2.0,0.0,0.006,0.0,10.3,0.022,81.5,0.006,318.0,4.5
18849,2.0,0.22,8.5,0.0,0.0,0.008,0.0,9.1,0.019,75.7,0.008,311.0,5.6
18846,2.0,0.21,7.6,0.0,0.0,0.003,0.0,10.0,0.027,70.5,0.003,311.0,5.0
18845,2.0,0.21,7.5,2.0,0.0,0.007,0.0,10.9,0.023,76.2,0.007,309.0,5.2
18843,2.0,0.21,7.6,0.0,0.0,0.007,0.0,10.1,0.024,69.9,0.007,298.0,5.4
18842,2.0,0.2,7.0,2.0,0.0,0.006,0.0,11.2,0.027,72.4,0.006,317.0,6.4
18840,2.0,0.2,6.2,0.0,0.0,0.004,0.0,11.3,0.032,63.7,0.004,307.0,6.5
18839,2.0,0.2,6.7,2.0,0.0,0.005,0.0,11.9,0.031,67.1,0.005,313.0,7.1
18836,2.0,0.2,9.0,2.0,0.0,0.003,0.0,12.3,0.032,67.9,0.003,333.0,13.6
18837,2.0,0.2,8.6,0.0,0.0,0.003,0.0,11.5,0.03,65.4,0.003,293.0,5.9
18834,2.0,0.19,8.5,0.0,0.0,0.001,0.0,13.0,0.034,57.8,0.001,322.0,11.0
18833,2.0,0.2,8.9,1.9,0.0,0.002,0.0,13.5,0.033,59.6,0.002,329.0,17.8
18831,2.0,0.18,8.1,0.0,0.0,0.001,0.0,14.5,0.034,51.4,0.001,322.0,14.1
