,Air Quality Health Index,Carbon Monoxide,Fine Particulate Matter,Methane,Nitric Oxide,Nitrogen Dioxide,Non-methane Hydrocarbons,Outdoor Temperature,Ozone,Relative Humidity,Total Oxides of Nitrogen,Wind Direction,Wind Speed
10944,2.0,0.3,5.4,0.0,0.003,0.004,0.0,-19.8,0.034,62.4,0.007,38.0,8.4
10940,3.0,0.32,6.4,2.1,0.005,0.005,0.0,-19.6,0.036,86.4,0.01,6.0,13.3
10941,2.0,0.29,5.2,0.0,0.002,0.003,0.0,-20.0,0.034,62.7,0.005,25.0,10.4
10938,2.0,0.3,7.5,0.0,0.002,0.004,0.0,-19.8,0.032,64.2,0.006,4.0,8.8
10937,2.0,0.32,6.0,2.1,0.005,0.005,0.0,-19.8,0.036,99.5,0.01,345.0,14.8
10935,2.0,0.3,4.9,0.0,0.002,0.004,0.0,-20.3,0.032,67.6,0.006,6.0,10.3
10934,2.0,0.32,4.9,2.1,0.003,0.005,0.0,-20.4,0.035,99.9,0.008,345.0,16.7
10931,2.0,0.31,4.6,2.2,0.002,0.006,0.0,-20.5,0.032,99.9,0.008,353.0,14.6
10932,2.0,0.3,5.3,0.0,0.002,0.006,0.0,-20.6,0.03,69.9,0.008,358.0,9.4
10929,2.0,0.3,5.5,0.0,0.001,0.007,0.0,-20.8,0.028,72.0,0.009,345.0,9.4
10928,2.0,0.31,4.3,2.2,0.001,0.008,0.0,-20.3,0.03,99.9,0.01,345.0,15.8
10926,2.0,0.29,4.9,0.0,0.001,0.008,0.0,-20.7,0.028,74.6,0.009,350.0,6.5
10925,2.0,0.31,3.8,2.1,0.0,0.011,0.0,-20.4,0.027,99.9,0.011,344.0,13.8
10922,2.0,0.3,3.7,2.1,0.0,0.009,0.0,-20.2,0.029,99.9,0.008,345.0,14.8
10923,2.0,0.28,4.2,0.0,0.0,0.007,0.0,-20.8,0.029,74.2,0.008,350.0,7.4
10920,2.0,0.28,4.2,0.0,0.001,0.007,0.0,-20.2,0.028,73.1,0.008,352.0,9.1
10919,2.0,0.3,3.3,2.2,0.0,0.009,0.0,-19.6,0.029,99.9,0.009,352.0,11.1
10917,2.0,0.29,5.1,0.0,0.0,0.007,0.0,-19.7,0.029,73.5,0.008,354.0,6.8
10916,3.0,0.31,2.8,2.1,0.0,0.011,0.0,-19.1,0.028,99.9,0.011,0.0,7.8
10913,3.0,0.0,1.8,0.0,0.0,0.0,0.0,-19.0,0.0,99.9,0.0,348.0,5.6
10914,2.0,0.0,3.2,0.0,0.0,0.0,0.0,-19.1,0.0,74.6,0.0,359.0,6.8
10911,2.0,0.27,2.1,0.0,0.0,0.006,0.0,-19.0,0.033,75.3,0.006,343.0,5.6
10910,3.0,0.29,1.7,2.1,0.0,0.01,0.0,-18.6,0.031,99.9,0.01,345.0,7.3
10908,2.0,0.28,1.9,0.0,0.0,0.007,0.0,-18.7,0.032,75.8,0.007,9.0,5.3
10907,3.0,0.32,1.8,2.1,0.0,0.015,0.0,-18.7,0.027,99.9,0.014,354.0,6.5
10905,2.0,0.29,2.1,0.0,0.0,0.008,0.0,-18.8,0.031,75.8,0.009,0.0,4.7
10904,3.0,0.35,2.1,2.1,0.0,0.024,0.0,-18.6,0.017,99.9,0.024,351.0,4.8
10901,3.0,0.29,1.6,2.1,0.001,0.009,0.0,-19.0,0.034,99.9,0.01,121.0,3.4
10902,3.0,0.29,3.4,0.0,0.0,0.011,0.0,-19.1,0.028,77.3,0.012,23.0,5.4
10899,2.0,0.29,2.1,0.0,0.0,0.011,0.0,-18.7,0.029,76.7,0.011,29.0,5.0
10898,3.0,0.29,1.8,2.1,0.0,0.005,0.0,-18.7,0.038,99.9,0.005,102.0,5.4
10896,2.0,0.29,2.1,0.0,0.001,0.01,0.0,-18.4,0.029,76.9,0.011,40.0,5.1
10895,3.0,0.28,1.7,2.1,0.0,0.006,0.0,-18.2,0.037,99.9,0.005,75.0,6.6
10893,2.0,0.28,1.9,0.0,0.0,0.008,0.0,-18.1,0.032,75.5,0.008,43.0,5.4
10892,3.0,0.3,2.0,2.1,0.0,0.008,0.0,-17.9,0.035,99.9,0.007,59.0,9.6
10890,2.0,0.29,2.0,0.0,0.0,0.008,0.0,-18.0,0.031,74.6,0.008,40.0,6.1
10889,2.0,0.29,2.1,2.1,0.0,0.005,0.0,-17.7,0.038,99.9,0.005,46.0,9.6
10887,2.0,0.29,2.1,0.0,0.001,0.008,0.0,-17.5,0.032,73.7,0.009,76.0,6.5
10886,2.0,0.28,2.0,2.1,0.0,0.004,0.0,-17.4,0.038,99.9,0.005,62.0,9.7
10883,2.0,0.27,1.7,2.1,0.0,0.002,0.0,-17.2,0.041,99.9,0.002,76.0,10.6
10884,2.0,0.29,2.1,0.0,0.002,0.007,0.0,-17.1,0.033,72.8,0.008,79.0,7.3
10881,2.0,0.29,2.1,0.0,0.001,0.006,0.0,-16.7,0.033,70.1,0.007,79.0,8.2
10880,2.0,0.27,1.7,2.1,0.0,0.002,0.0,-17.0,0.041,99.9,0.002,78.0,10.6
10878,2.0,0.29,2.1,0.0,0.002,0.005,0.0,-16.0,0.034,67.8,0.007,88.0,8.2
10877,2.0,0.27,1.7,2.1,0.001,0.002,0.0,-16.8,0.041,99.9,0.002,76.0,10.8
10875,2.0,0.28,2.0,0.0,0.002,0.004,0.0,-15.7,0.033,65.3,0.006,65.0,6.2
10874,2.0,0.27,1.6,2.1,0.001,0.002,0.0,-16.5,0.04,99.9,0.003,70.0,9.5
10872,2.0,0.28,1.7,0.0,0.002,0.004,0.0,-15.9,0.033,67.8,0.007,71.0,6.2
10871,2.0,0.28,1.8,2.1,0.001,0.002,0.0,-16.5,0.039,99.9,0.003,63.0,9.9
10868,2.0,0.28,2.0,2.1,0.001,0.003,0.0,-16.6,0.037,99.9,0.004,50.0,8.6
10869,2.0,0.28,1.8,0.0,0.003,0.005,0.0,-16.4,0.032,70.0,0.008,89.0,5.8
10865,2.0,0.28,1.9,2.1,0.001,0.003,0.0,-16.7,0.036,99.9,0.005,53.0,8.8
10866,2.0,0.27,1.5,0.0,0.001,0.004,0.0,-17.0,0.032,72.7,0.005,64.0,6.3
10862,2.0,0.28,1.7,2.1,0.001,0.003,0.0,-16.7,0.036,99.9,0.004,42.0,11.1
10863,2.0,0.28,1.7,0.0,0.001,0.004,0.0,-17.1,0.031,75.1,0.005,46.0,8.4
10859,2.0,0.28,1.9,2.1,0.0,0.004,0.0,-16.6,0.033,99.9,0.005,32.0,11.4
10860,2.0,0.29,2.2,0.0,0.001,0.006,0.0,-17.0,0.028,78.2,0.006,58.0,7.8
10856,2.0,0.28,2.4,2.1,0.0,0.006,0.0,-16.2,0.029,99.9,0.005,33.0,12.4
10857,2.0,0.28,6.0,0.0,0.001,0.007,0.0,-16.2,0.023,79.0,0.007,35.0,7.4
10853,2.0,0.28,3.8,2.1,0.0,0.007,0.0,-15.3,0.024,99.8,0.007,28.0,11.4
10854,2.0,0.28,8.7,0.0,0.001,0.007,0.0,-15.4,0.022,78.4,0.007,20.0,8.4
10850,2.0,0.28,5.8,2.1,0.0,0.005,0.0,-14.4,0.026,99.9,0.005,8.0,13.8
10851,2.0,0.27,8.7,0.0,0.001,0.006,0.0,-15.1,0.023,78.0,0.007,16.0,7.2
10847,2.0,0.28,6.2,2.1,0.0,0.005,0.0,-14.0,0.028,99.8,0.005,8.0,14.6
10848,2.0,0.27,6.6,0.0,0.0,0.005,0.0,-14.6,0.026,76.8,0.005,16.0,8.5
10844,2.0,0.0,7.4,0.0,0.0,0.0,0.0,-13.3,0.0,99.8,0.0,2.0,15.1
10845,2.0,0.0,9.4,0.0,0.0,0.0,0.0,-13.9,0.0,79.2,0.0,20.0,10.1
10841,2.0,0.27,5.4,2.1,0.0,0.003,0.0,-12.6,0.031,99.8,0.003,0.0,18.2
10842,2.0,0.28,13.4,0.0,0.0,0.004,0.0,-13.1,0.027,83.1,0.004,15.0,10.4
10839,2.0,0.27,5.7,0.0,0.0,0.003,0.0,-11.7,0.028,82.4,0.004,15.0,11.5
10838,2.0,0.28,2.9,2.1,0.0,0.003,0.0,-11.5,0.032,99.8,0.003,6.0,20.1
10836,2.0,0.27,3.3,0.0,0.0,0.002,0.0,-9.8,0.029,81.1,0.002,15.0,12.8
10835,2.0,0.28,1.5,2.0,0.0,0.003,0.0,-9.7,0.033,99.8,0.003,13.0,25.3
10832,2.0,0.28,0.7,2.0,0.0,0.004,0.0,-2.1,0.032,99.8,0.004,45.0,22.0
10833,2.0,0.27,1.0,0.0,0.0,0.004,0.0,-2.1,0.029,83.5,0.004,50.0,12.9
10830,2.0,0.28,1.0,0.0,0.0,0.005,0.0,0.8,0.03,76.3,0.006,22.0,4.7
10829,2.0,0.32,0.7,2.0,0.0,0.009,0.0,1.2,0.03,92.5,0.009,8.0,7.0
10827,2.0,0.3,1.8,0.0,0.0,0.009,0.0,1.3,0.027,76.6,0.009,326.0,5.5
10826,2.0,0.31,1.0,2.0,0.0,0.008,0.0,1.9,0.032,87.2,0.007,330.0,4.3
10824,2.0,0.3,1.6,0.0,0.0,0.009,0.0,1.3,0.027,78.0,0.009,276.0,1.9
10823,2.0,0.33,1.3,2.0,0.0,0.009,0.0,1.5,0.029,97.5,0.009,290.0,2.3
10820,2.0,0.3,1.0,2.0,0.0,0.006,0.0,2.0,0.034,91.8,0.006,352.0,5.2
10821,2.0,0.27,1.1,0.0,0.0,0.004,0.0,1.5,0.033,77.9,0.004,5.0,3.6
10818,2.0,0.27,1.5,0.0,0.0,0.004,0.0,1.7,0.033,79.4,0.004,28.0,2.0
10817,2.0,0.3,1.1,2.0,0.0,0.006,0.0,2.1,0.035,98.7,0.006,6.0,2.2
10815,2.0,0.27,1.4,0.0,0.0,0.003,0.0,2.0,0.034,79.7,0.003,40.0,5.0
10814,2.0,0.3,0.9,2.0,0.0,0.006,0.0,2.2,0.035,99.8,0.007,5.0,6.6
10811,2.0,0.3,1.0,2.0,0.001,0.006,0.0,2.6,0.035,93.8,0.006,19.0,13.1
10812,2.0,0.27,1.3,0.0,0.0,0.003,0.0,2.4,0.034,78.6,0.004,27.0,6.1
10809,2.0,0.27,1.9,0.0,0.001,0.004,0.0,2.7,0.034,77.9,0.004,32.0,12.8
10808,2.0,0.3,1.8,2.0,0.001,0.006,0.0,3.0,0.033,93.9,0.008,16.0,16.2
10806,2.0,0.27,1.2,0.0,0.001,0.004,0.0,3.4,0.033,71.8,0.005,35.0,14.0
10805,3.0,0.29,1.2,2.0,0.001,0.005,0.0,3.5,0.034,83.1,0.006,24.0,21.4
10803,2.0,0.27,0.8,0.0,0.0,0.002,0.0,7.6,0.038,41.6,0.003,309.0,12.5
10802,3.0,0.28,0.9,2.0,0.001,0.005,0.0,8.2,0.04,41.2,0.006,331.0,18.4
10799,3.0,0.32,1.8,2.0,0.002,0.01,0.0,8.9,0.035,38.4,0.012,306.0,10.8
10800,2.0,0.26,0.8,0.0,0.0,0.002,0.0,8.6,0.039,38.0,0.002,295.0,14.4
10796,3.0,0.49,7.8,2.1,0.012,0.026,0.0,6.4,0.016,50.3,0.038,97.0,1.1
10797,3.0,0.31,1.1,0.0,0.002,0.009,0.0,9.0,0.032,36.9,0.011,321.0,2.9
10794,3.0,0.33,1.1,0.0,0.003,0.015,0.0,6.5,0.025,44.6,0.018,337.0,1.9
10793,3.0,0.37,2.4,2.2,0.006,0.02,0.0,5.4,0.019,52.1,0.026,182.0,2.6
10791,2.0,0.3,0.8,0.0,0.001,0.013,0.0,6.3,0.028,43.9,0.014,215.0,6.6
10790,3.0,0.33,1.9,2.1,0.008,0.023,0.0,4.6,0.018,52.4,0.031,216.0,10.6
10788,2.0,0.33,0.9,0.0,0.0,0.012,0.0,5.7,0.027,45.2,0.012,285.0,2.4
10787,3.0,0.32,1.3,2.0,0.001,0.022,0.0,4.1,0.019,50.5,0.023,168.0,4.6
10785,2.0,0.26,0.9,0.0,0.0,0.007,0.0,7.5,0.034,40.2,0.007,286.0,6.9
10784,3.0,0.27,0.8,2.0,0.0,0.011,0.0,6.8,0.033,41.9,0.011,211.0,7.6
10781,3.0,0.29,1.3,2.0,0.003,0.028,0.0,7.6,0.018,40.0,0.031,245.0,5.4
10782,2.0,0.27,0.6,0.0,0.0,0.01,0.0,5.8,0.029,45.6,0.01,28.0,1.7
10778,3.0,0.28,1.3,2.2,0.0,0.011,0.0,7.5,0.032,40.6,0.011,278.0,10.4
10779,2.0,0.24,0.5,0.0,0.0,0.003,0.0,8.6,0.039,36.8,0.003,301.0,3.3
10776,2.0,0.0,0.5,0.0,0.0,0.0,0.0,8.5,0.0,37.7,0.0,291.0,11.0
10775,3.0,0.0,1.1,0.0,0.0,0.0,0.0,6.5,0.0,43.1,0.0,256.0,7.6
10773,2.0,0.25,0.4,0.0,0.0,0.002,0.0,7.8,0.039,39.0,0.002,285.0,12.1
10772,3.0,0.28,0.7,2.0,0.001,0.016,0.0,5.9,0.027,45.3,0.018,255.0,9.9
10769,3.0,0.28,0.7,2.0,0.002,0.016,0.0,5.1,0.027,52.8,0.018,272.0,15.3
10770,2.0,0.25,0.6,0.0,0.0,0.004,0.0,6.5,0.036,42.0,0.004,275.0,9.5
10767,2.0,0.25,0.8,0.0,0.0,0.005,0.0,4.3,0.032,49.8,0.005,307.0,8.6
10766,3.0,0.44,8.3,2.2,0.02,0.025,0.0,-5.7,0.001,99.7,0.046,270.0,1.1
10764,2.0,0.36,9.9,0.0,0.002,0.02,0.0,-7.0,0.005,89.8,0.022,301.0,4.9
10763,2.0,0.37,7.8,2.1,0.002,0.022,0.0,-6.6,0.005,99.7,0.024,189.0,4.0
10760,2.0,0.34,6.0,2.2,0.001,0.012,0.0,-6.5,0.018,99.7,0.013,185.0,6.0
10761,2.0,0.35,9.6,0.0,0.001,0.017,0.0,-7.0,0.01,90.1,0.018,302.0,4.5
10757,2.0,0.28,4.7,2.1,0.0,0.008,0.0,-6.2,0.023,99.7,0.008,184.0,7.8
10758,2.0,0.29,6.4,0.0,0.0,0.008,0.0,-6.5,0.021,89.3,0.008,217.0,5.4
10755,2.0,0.28,5.6,0.0,0.001,0.007,0.0,-6.5,0.023,89.9,0.008,207.0,9.8
10754,2.0,0.28,4.9,2.1,0.0,0.006,0.0,-6.2,0.027,99.7,0.005,180.0,9.5
10752,2.0,0.28,6.4,0.0,0.002,0.012,0.0,-6.8,0.018,90.6,0.014,186.0,8.6
10751,2.0,0.29,5.6,2.1,0.0,0.006,0.0,-6.6,0.027,99.7,0.006,178.0,11.3
10748,2.0,0.3,5.7,2.1,0.001,0.008,0.0,-7.0,0.024,99.7,0.009,177.0,14.1
10749,2.0,0.29,6.4,0.0,0.001,0.006,0.0,-7.2,0.023,89.7,0.007,172.0,13.3
10746,2.0,0.28,5.5,0.0,0.001,0.004,0.0,-7.6,0.026,89.9,0.005,174.0,14.7
10745,2.0,0.31,5.5,2.1,0.001,0.007,0.0,-7.5,0.025,99.7,0.008,172.0,15.5
10743,2.0,0.28,4.6,0.0,0.001,0.005,0.0,-7.5,0.025,87.3,0.006,168.0,13.9
10742,2.0,0.28,4.8,2.1,0.001,0.005,0.0,-7.6,0.026,99.7,0.007,174.0,17.5
10740,2.0,0.27,2.9,0.0,0.001,0.005,0.0,-7.0,0.03,78.9,0.006,174.0,13.4
10739,2.0,0.27,3.8,2.0,0.001,0.005,0.0,-6.9,0.029,94.9,0.006,172.0,15.6
10736,2.0,0.27,4.4,2.0,0.002,0.006,0.0,-7.1,0.032,82.4,0.008,158.0,13.1
10737,2.0,0.28,2.4,0.0,0.002,0.005,0.0,-7.4,0.03,73.8,0.007,159.0,12.3
10733,2.0,0.28,6.0,2.0,0.003,0.007,0.0,-8.0,0.03,96.9,0.01,137.0,11.3
10734,2.0,0.29,3.1,0.0,0.002,0.006,0.0,-8.3,0.027,76.9,0.008,150.0,12.1
10731,2.0,0.32,3.6,0.0,0.004,0.011,0.0,-9.0,0.024,78.6,0.014,153.0,10.3
10730,2.0,0.28,4.9,2.1,0.004,0.009,0.0,-8.7,0.027,100.0,0.013,147.0,9.2
10728,2.0,0.29,2.4,0.0,0.002,0.009,0.0,-9.8,0.027,75.2,0.011,126.0,6.8
10727,2.0,0.28,4.0,2.1,0.003,0.009,0.0,-9.6,0.027,99.9,0.012,126.0,7.2
10725,2.0,0.28,2.0,0.0,0.002,0.008,0.0,-10.3,0.027,78.2,0.01,99.0,6.7
10724,2.0,0.26,2.1,2.0,0.001,0.005,0.0,-10.2,0.032,99.9,0.006,68.0,7.2
10722,2.0,0.27,1.9,0.0,0.001,0.008,0.0,-10.1,0.026,81.2,0.009,83.0,7.9
10721,2.0,0.27,1.7,2.0,0.0,0.005,0.0,-10.2,0.032,99.8,0.006,54.0,12.7
10719,2.0,0.27,2.5,0.0,0.0,0.006,0.0,-8.8,0.028,81.8,0.006,63.0,10.6
10718,2.0,0.27,1.8,2.0,0.0,0.006,0.0,-9.1,0.03,99.9,0.006,44.0,15.5
10715,2.0,0.27,1.7,2.0,0.0,0.005,0.0,-7.8,0.03,99.9,0.005,38.0,14.0
10716,2.0,0.26,2.2,0.0,0.0,0.004,0.0,-7.5,0.029,82.8,0.004,35.0,8.9
10713,2.0,0.26,1.8,0.0,0.0,0.003,0.0,-4.9,0.032,82.4,0.003,36.0,12.3
10712,2.0,0.26,1.6,2.0,0.0,0.003,0.0,-5.8,0.033,99.8,0.003,39.0,21.5
10710,2.0,0.25,1.1,0.0,0.0,0.002,0.0,-2.7,0.036,82.3,0.002,18.0,9.4
10709,2.0,0.25,0.9,2.0,0.0,0.003,0.0,-2.2,0.038,99.9,0.003,1.0,18.5
10707,2.0,0.0,0.6,0.0,0.0,0.0,0.0,-2.1,0.0,82.4,0.0,0.0,9.5
10706,2.0,0.0,0.9,0.0,0.0,0.0,0.0,-1.6,0.0,99.8,0.0,345.0,12.2
10703,2.0,0.25,0.7,2.0,0.0,0.004,0.0,-1.6,0.038,99.8,0.003,4.0,10.3
10704,2.0,0.28,0.5,0.0,0.0,0.003,0.0,-2.0,0.035,88.2,0.003,17.0,8.1
10701,2.0,0.27,1.6,0.0,0.0,0.004,0.0,-0.9,0.029,88.5,0.004,42.0,8.6
10700,2.0,0.25,1.0,2.0,0.0,0.003,0.0,-1.0,0.036,99.7,0.003,31.0,16.7
10698,2.0,0.28,2.2,0.0,0.0,0.006,0.0,0.2,0.027,85.3,0.006,43.0,5.5
10697,2.0,0.26,1.6,2.0,0.0,0.007,0.0,0.3,0.029,99.8,0.006,25.0,12.2
10694,2.0,0.32,3.2,2.0,0.0,0.015,0.0,-0.1,0.013,99.7,0.015,15.0,2.0
10695,2.0,0.35,3.3,0.0,0.0,0.016,0.0,0.0,0.015,89.6,0.016,63.0,1.6
10692,2.0,0.33,2.5,0.0,0.0,0.013,0.0,0.4,0.019,88.3,0.013,106.0,3.5
10691,2.0,0.29,2.9,2.0,0.0,0.009,0.0,0.6,0.022,99.7,0.009,135.0,1.3
10689,2.0,0.31,1.7,0.0,0.0,0.011,0.0,1.0,0.021,82.6,0.011,83.0,6.5
10688,2.0,0.3,2.6,2.0,0.0,0.012,0.0,1.2,0.021,99.3,0.012,62.0,8.5
10686,2.0,0.4,2.1,0.0,0.001,0.022,0.0,2.2,0.012,70.0,0.023,35.0,2.8
10685,3.0,0.38,3.4,2.0,0.001,0.021,0.0,2.3,0.013,80.5,0.022,63.0,3.8
10683,2.0,0.32,1.4,0.0,0.0,0.012,0.0,4.0,0.024,62.3,0.012,81.0,4.7
10682,2.0,0.33,2.1,2.0,0.0,0.014,0.0,4.3,0.023,65.0,0.015,63.0,7.4
10680,2.0,0.27,0.9,0.0,0.0,0.005,0.0,6.3,0.033,41.2,0.005,326.0,10.1
10679,2.0,0.28,1.9,2.0,0.0,0.008,0.0,7.1,0.034,40.3,0.008,358.0,9.2
10677,2.0,0.26,0.7,0.0,0.0,0.002,0.0,7.9,0.036,33.4,0.003,287.0,16.5
10676,2.0,0.25,1.2,2.0,0.001,0.005,0.0,8.2,0.038,32.7,0.006,287.0,20.1
10673,2.0,0.26,1.2,2.0,0.001,0.005,0.0,8.3,0.037,33.4,0.007,287.0,16.4
10674,2.0,0.26,0.7,0.0,0.0,0.002,0.0,7.8,0.036,33.8,0.003,288.0,15.8
10670,3.0,0.25,1.1,2.0,0.001,0.005,0.0,8.2,0.039,33.4,0.006,289.0,18.6
10671,2.0,0.26,0.6,0.0,0.0,0.002,0.0,7.8,0.037,33.4,0.002,289.0,16.0
10667,3.0,0.25,1.2,2.0,0.003,0.006,0.0,8.0,0.038,34.7,0.009,284.0,18.0
10664,3.0,0.27,1.3,2.0,0.003,0.005,0.0,6.7,0.038,38.5,0.008,283.0,14.5
10661,3.0,0.26,1.1,2.0,0.002,0.005,0.0,5.9,0.039,39.1,0.006,287.0,20.9
10658,3.0,0.26,1.0,2.0,0.002,0.006,0.0,5.8,0.039,38.1,0.008,286.0,22.7
10655,3.0,0.25,0.9,2.0,0.001,0.006,0.0,5.5,0.039,37.8,0.007,284.0,26.7
10656,2.0,0.26,0.4,0.0,0.0,0.005,0.0,3.8,0.0,45.8,0.005,299.0,14.1
10652,3.0,0.25,0.9,2.0,0.001,0.009,0.0,4.8,0.037,39.4,0.009,282.0,23.0
10653,3.0,0.26,0.3,0.0,0.0,0.004,0.0,2.8,0.037,48.9,0.004,292.0,12.7
10650,3.0,0.27,1.5,0.0,0.0,0.01,0.0,0.2,0.031,58.2,0.01,293.0,11.5
10649,3.0,0.35,5.0,2.1,0.017,0.023,0.0,-0.9,0.018,71.6,0.04,273.0,11.4
10647,3.0,0.33,7.5,0.0,0.001,0.025,0.0,-6.5,0.012,80.8,0.026,312.0,3.8
10646,3.0,0.35,9.2,2.4,0.008,0.032,0.0,-6.8,0.004,99.8,0.04,187.0,3.6
10643,3.0,0.27,6.8,2.1,0.001,0.02,0.0,-7.6,0.018,99.8,0.021,180.0,3.7
10644,3.0,0.31,8.8,0.0,0.0,0.021,0.0,-8.1,0.016,84.7,0.021,300.0,3.9
10641,3.0,0.28,6.4,0.0,0.0,0.014,0.0,-7.7,0.024,82.3,0.014,261.0,2.3
10640,3.0,0.25,5.4,2.1,0.0,0.011,0.0,-7.9,0.029,99.8,0.011,188.0,6.2
10638,3.0,0.0,6.3,0.0,0.0,0.0,0.0,-8.2,0.0,85.4,0.0,186.0,3.4
10637,3.0,0.0,6.4,0.0,0.0,0.0,0.0,-8.3,0.0,99.7,0.0,184.0,5.2
10634,3.0,0.26,8.0,2.1,0.0,0.012,0.0,-8.7,0.026,99.7,0.012,176.0,6.9
10635,3.0,0.28,7.4,0.0,0.0,0.01,0.0,-8.2,0.028,84.1,0.01,153.0,7.6
10631,3.0,0.31,9.7,2.3,0.001,0.022,0.0,-8.7,0.015,99.7,0.023,176.0,6.0
10632,3.0,0.29,10.5,0.0,0.0,0.014,0.0,-8.1,0.024,86.9,0.014,171.0,8.8
10629,3.0,0.3,11.0,0.0,0.0,0.016,0.0,-7.5,0.021,89.6,0.017,166.0,8.5
10628,3.0,0.31,12.9,2.1,0.001,0.024,0.0,-7.7,0.014,99.7,0.026,165.0,7.4
10626,3.0,0.33,6.4,0.0,0.0,0.024,0.0,-6.2,0.02,86.7,0.024,156.0,6.9
10625,3.0,0.3,4.1,2.3,0.0,0.018,0.0,-6.9,0.021,99.7,0.019,109.0,4.3
10622,3.0,0.31,2.6,2.1,0.0,0.016,0.0,-5.9,0.027,99.8,0.016,121.0,4.0
10623,3.0,0.39,4.8,0.0,0.0,0.026,0.0,-5.8,0.017,84.0,0.027,147.0,3.5
10620,3.0,0.39,3.3,0.0,0.001,0.025,0.0,-5.9,0.017,83.5,0.025,84.0,1.5
10619,3.0,0.31,2.0,2.0,0.0,0.016,0.0,-5.6,0.028,99.8,0.016,100.0,2.6
10617,3.0,0.32,2.8,0.0,0.0,0.015,0.0,-5.4,0.027,79.4,0.016,75.0,1.2
10616,3.0,0.3,1.7,2.0,0.0,0.015,0.0,-5.0,0.03,97.4,0.015,77.0,5.8
10613,3.0,0.3,1.4,2.0,0.0,0.012,0.0,-4.3,0.034,85.3,0.012,63.0,4.9
10614,3.0,0.27,1.8,0.0,0.0,0.008,0.0,-4.8,0.036,75.5,0.008,69.0,3.6
10610,3.0,0.3,2.6,2.0,0.0,0.01,0.0,-3.7,0.036,78.8,0.01,27.0,11.1
10607,3.0,0.35,6.6,2.1,0.007,0.016,0.0,-3.1,0.029,74.4,0.023,37.0,13.0
10604,3.0,0.37,8.9,2.1,0.01,0.018,0.0,-2.7,0.025,74.5,0.028,105.0,1.0
10601,3.0,0.35,8.0,2.1,0.009,0.013,0.0,-2.9,0.03,81.8,0.023,195.0,5.2
10598,3.0,0.41,10.6,2.1,0.015,0.014,0.0,-3.8,0.028,99.9,0.029,221.0,4.7
10595,3.0,0.4,9.5,2.1,0.019,0.016,0.0,-5.7,0.024,99.8,0.035,216.0,5.7
10592,3.0,0.38,7.0,2.1,0.016,0.016,0.0,-7.2,0.025,99.7,0.031,222.0,4.7
10593,2.0,0.34,4.7,0.0,0.0,0.0,0.0,-7.8,0.023,73.6,0.0,300.0,4.7
10589,3.0,0.36,6.2,2.1,0.014,0.015,0.0,-8.5,0.025,99.7,0.029,213.0,5.6
10590,3.0,0.32,4.0,0.0,0.005,0.01,0.0,-9.6,0.026,81.0,0.015,310.0,6.1
10587,3.0,0.33,2.3,0.0,0.005,0.013,0.0,-10.8,0.024,85.6,0.018,301.0,5.4
10586,4.0,0.42,5.8,2.1,0.021,0.024,0.0,-9.6,0.018,99.7,0.044,207.0,4.5
10584,3.0,0.41,2.0,0.0,0.01,0.026,0.0,-12.1,0.013,87.0,0.036,297.0,4.2
10583,4.0,0.48,6.8,2.1,0.031,0.035,0.0,-10.8,0.008,99.7,0.066,196.0,2.8
10580,3.0,0.51,7.5,2.1,0.057,0.048,0.0,-11.3,0.001,99.7,0.105,196.0,2.3
10581,3.0,0.45,1.8,0.0,0.007,0.034,0.0,-12.4,0.005,87.8,0.041,294.0,3.6
10578,3.0,0.55,0.9,0.0,0.007,0.034,0.0,-12.6,0.005,87.8,0.041,316.0,2.1
10577,3.0,0.32,4.1,2.1,0.028,0.032,0.0,-10.9,0.008,99.7,0.06,191.0,2.1
10575,2.0,0.31,0.9,0.0,0.0,0.015,0.0,-10.9,0.022,87.7,0.015,285.0,1.2
10574,2.0,0.26,1.8,2.0,0.0,0.013,0.0,-9.6,0.025,99.7,0.012,0.0,0.0
10571,2.0,0.25,1.1,2.1,0.0,0.009,0.0,-9.4,0.031,99.7,0.009,299.0,1.9
10572,2.0,0.27,1.1,0.0,0.0,0.007,0.0,-9.7,0.031,87.2,0.007,291.0,2.3
10569,2.0,0.0,0.4,0.0,0.0,0.0,0.0,-9.5,0.0,87.2,0.0,343.0,2.2
10568,2.0,0.0,0.9,0.0,0.0,0.0,0.0,-9.0,0.0,99.7,0.0,6.0,3.2
10566,2.0,0.26,0.0,0.0,0.0,0.005,0.0,-9.5,0.034,86.5,0.005,68.0,3.9
10565,2.0,0.25,0.6,2.0,0.0,0.004,0.0,-9.2,0.037,99.7,0.004,33.0,6.9
10562,2.0,0.23,0.5,2.0,0.0,0.004,0.0,-9.2,0.038,99.7,0.003,56.0,10.4
10563,2.0,0.25,0.0,0.0,0.0,0.004,0.0,-9.3,0.035,86.8,0.004,84.0,8.6
10560,2.0,0.26,0.5,0.0,0.0,0.003,0.0,-8.5,0.034,89.1,0.004,84.0,10.6
10559,2.0,0.23,0.6,2.0,0.0,0.003,0.0,-8.6,0.038,99.7,0.002,71.0,15.7
10557,3.0,0.29,5.0,0.0,0.0,0.01,0.0,-5.3,0.03,91.6,0.01,101.0,6.5
10556,2.0,0.25,4.9,2.0,0.0,0.004,0.0,-5.5,0.034,99.6,0.004,83.0,13.0
